,left,right,top,bottom,Name,height,width
1120,656,1271,24,1895,sandberg-forty-eight-sg-sa,1871,615
1121,376,583,176,783,epiphone-les-paul-junior-vintage-sunburst,607,207
1122,640,1279,8,1911,schecter-pt-pro-trans-blue-burst,1903,639
1123,640,1279,16,1911,duesenberg-starplayer-tv-bk,1895,639
1124,328,631,0,959,gibson-les-paul-studio-wine-red-10113961,959,303
1125,640,1271,0,1911,squier-classic-vibe-50s-telecaster-wbl-10150250,1911,631
1126,328,631,24,935,gibson-les-paul-deluxe-70s-cherry-sunburst,911,303
1127,654,1271,24,1903,redwood-s-style-classic-rw-car,1879,617
1128,648,1271,0,1911,squier-classic-vibe-70s-stratocaster-owt,1911,623
1129,624,1295,8,1903,d-angelico-deluxe-bedford-sh-le-rus,1895,671
1130,640,1271,0,1911,gretsch-guitars-g5135cvt-ps-patrick-stump-signature-stump-o-matic,1911,631
1131,640,1279,8,1911,fender-player-plus-telecaster-mn-3ts,1903,639
1132,344,619,56,903,ibanez-rg421hpfm-brg,847,275
1133,640,1279,8,1903,epiphone-les-paul-custom-koa-limited-edition,1895,639
1134,288,671,8,951,guild-starfire-i-dc-chr,943,383
1135,328,631,0,951,schecter-c-7-deluxe-10080896,951,303
1136,648,1271,0,1911,jackson-dinky-dk2xr-snow-white,1911,623
1137,13,935,0,959,heritage-custom-shop-core-collection-h-150-dark-cherry-sunb,959,922
1138,664,1258,0,1914,esp-ltd-deluxe-h3-1007-baritone,1914,594
1139,328,631,0,959,jackson-dinky-js32-dka-m-gbk,959,303
1140,296,663,8,951,hagstrom-fantomen-blk-10132250,943,367
1141,664,1271,16,1903,slick-sl-54-bk,1887,607
1142,328,639,8,959,slick-sl-54-sb,951,311
1143,632,1287,16,1911,prs-private-stock-modern-eagle-v,1895,655
1144,648,1271,0,1911,fender-player-stratocaster-hss-floyd-pf-3tsb,1911,623
1145,584,1335,8,1911,hagstrom-viking-white,1903,751
1146,328,623,8,951,gibson-1961-sg-standard-reissue-v-o-s-10151865,943,295
1147,584,1335,8,1911,gretsch-guitars-g6636-pro-richard-fortus-signature-falcon-blk,1903,751
1148,632,1263,16,1903,schecter-synyster-custom-s-fr-10102994,1887,631
1149,584,1335,0,1919,gretsch-guitars-g5420t-electromatic-classic-org,1919,751
1150,328,627,8,951,esp-ltd-sh-7et-fm-stp,943,299
1151,664,1255,0,1919,ibanez-prestige-az2204n-awd,1919,591
1152,648,1271,16,1911,redwood-s-style-classic-hss-mn-blk,1895,623
1153,640,1279,16,1911,maybach-lester-pelham-blue-90-aged-10092616,1895,639
1154,312,647,0,959,esp-ltd-bw-1-evertune-stblkf-ben-weinman-signature,959,335
1155,624,1295,8,1911,d-angelico-premier-bedford-sh-bf,1903,671
1156,640,1271,8,1911,hagstrom-ultra-swede-burgundy-burst,1903,631
1157,616,1303,8,1911,d-angelico-deluxe-mini-dc-bb,1903,687
1158,648,1271,0,1919,charvel-sean-long-signature-pm-st1-gloss-black,1919,623
1159,320,642,0,959,esp-ltd-signature-kh202-blk-kirk-hammett,959,322
1160,344,618,56,903,ibanez-rg421msp-tsp,847,274
1161,656,1271,16,1903,friedman-vintage-t-black-10121241,1887,615
1162,632,1287,8,1911,fender-vintera-60-s-jaguar-3ts,1903,655
1163,656,1271,8,1903,yamaha-sg-1820-bl,1895,615
1164,360,583,8,951,bohemian-oil-can-guitar-bg25msh,943,223
1165,320,615,24,935,epiphone-slash-les-paul-standard-anaconda-burst,911,295
1166,648,1271,8,1911,fender-vintera-50-s-tele-mod-dnb,1903,623
1167,328,631,8,951,g-l-fullerton-deluxe-asat-classic-lpb,943,303
1168,656,1263,8,1911,schecter-banshee-gt-fr-scb,1903,607
1169,648,1271,0,1919,fender-american-professional-ii-stratocaster-hss-rw-3ts,1919,623
1170,632,1279,0,1911,evh-wolfgang-standard-qm-tahiti-night,1911,647
1171,344,607,88,863,slick-sl-52-sg,775,263
1172,344,618,56,895,ibanez-lhm1-luke-hoskin-tgg-10149787,839,274
1173,640,1271,16,1911,sandberg-california-st-ii-jam-red-hcr,1895,631
1174,656,1287,8,1919,squier-bullet-strat-ht-hss-bk,1911,631
1175,270,687,6,957,esp-signature-james-hetfield-snakebyte-blks,951,417
1176,656,1255,0,1919,schecter-sls-elite-c-1-black-fade-burst,1919,599
1177,288,671,8,951,hagstrom-tremar-hj-500,943,383
1178,624,1303,8,1911,d-angelico-premier-bedford-oxb,1903,679
1179,620,1311,0,1914,esp-ltd-ec-1000t-ctm-stbc-see-thru-black-cherry,1914,691
1180,648,1271,0,1911,fender-american-performer-tele-mn-vwt,1911,623
1181,640,1279,8,1911,sterling-by-music-man-sr30-stealth-black,1903,639
1182,640,1279,0,1919,fender-american-vintage-ii-1957-stratocaster-2tsb,1919,639
1183,616,1305,0,1919,esp-e-ii-eclipse-rdb,1919,689
1184,640,1271,0,1919,fender-american-ultra-telecaster-rw-ultrbst,1919,631
1185,646,1271,0,1917,esp-ltd-deluxe-mh-1000-baritone-blks,1917,625
1186,632,1279,0,1911,squier-contemporary-active-jazzmaster-sfp,1911,647
1187,632,1287,0,1919,gretsch-guitars-g2655-cb-jr-mdsph,1919,655
1188,320,639,0,954,prs-se-mark-holcomb-svn,954,319
1189,648,1271,0,1919,fender-kingfish-telecaster-deluxe-msnt,1919,623
1190,640,1295,16,1895,danelectro-59x-cr,1879,655
1191,648,1263,1,1911,jackson-jackson-x-series-adrian-smith-sdxm-fb-mn-sw,1910,615
1192,320,639,0,959,g-l-fullerton-deluxe-asat-classic-btr,959,319
1193,648,1263,8,1911,fender-vintera-70-s-tele-deluxe-moc,1903,615
1194,660,1259,0,1919,duesenberg-fairytale-lapsteel-split-king-ivory-black,1919,599
1195,656,1263,8,1911,ibanez-ps1cm-paul-stanley-signature,1903,607
1196,344,617,56,903,ibanez-prestige-rg5170g-svf-10132009,847,273
1197,328,631,0,951,ibanez-rg550-rf-genesis-collection,951,303
1198,320,615,24,935,epiphone-billie-joe-armstrong-les-paul-junior-classic-white,911,295
1199,312,647,8,959,esp-e-ii-eclipse-blks-10140676,951,335
1200,648,1263,0,1911,fender-jimmy-page-tele-mirror-rw-wbl,1911,615
1201,344,615,64,895,esp-usa-m-iii-gt-fm-m-tesb-duncan,831,271
1202,312,623,8,951,gibson-les-paul-standard-50s-heritage-cherry-sunburst,943,311
1203,637,1276,16,1899,prs-se-custom-24-bq,1883,639
1204,640,1279,8,1903,prs-se-silver-sky-moon-white,1895,639
1205,648,1263,8,1903,jackson-usa-signature-mick-thomson-soloist,1895,615
1206,328,633,0,959,esp-ltd-m-1007-qm-stblksbs,959,305
1207,640,1271,16,1911,prs-se-silver-sky-dragon-fruit,1895,631
1208,656,1263,8,1911,charvel-pro-mod-dk-24-2pt-myst-bl,1903,607
1209,640,1271,0,1911,fender-player-telecaster-hh-pf-silver,1911,631
1210,344,629,5,951,harmony-standard-series-juno-pearl-white,946,285
1211,592,1327,16,1903,d-angelico-excel-dc-tour-collection-solid-wine,1887,735
1212,640,1271,16,1903,slick-sl-60-wh,1887,631
1213,320,639,56,903,ibanez-artcore-as93zw-nt,847,319
1214,640,1279,8,1911,squier-classic-vibe-late-50-s-jazzmaster-fsr-gpg-wbl,1903,639
1215,322,647,0,959,ibanez-prestige-rg652ahm-ngb,959,325
1216,632,1287,8,1903,schecter-custom-fr-s-gbs,1895,655
1217,648,1263,16,1903,epiphone-les-paul-modern-figured-caffe-latte-fade,1887,615
1218,576,1338,8,1911,guild-starfire-i-dc-vwn,1903,762
1219,312,647,0,959,esp-ltd-ec-401-bk,959,335
1220,632,1287,16,1903,schecter-tommy-victor-devil-fr,1887,655
1221,648,1263,8,1911,jackson-pro-sl3r-mirror-mirror,1903,615
1222,632,1287,0,1911,ibanez-artist-ar420-tbg,1911,655
1223,610,1314,0,1917,esp-ltd-ec-1000t-ctm-tsbs,1917,704
1224,648,1271,8,1911,charvel-pro-mod-socal-style-2-24-ht-sbk-10152030,1903,623
1225,640,1271,8,1911,fender-player-telecaster-pf-3ts,1903,631
1226,328,623,72,887,esp-usa-eclipse-vn-duncan,815,295
1227,318,637,0,959,schecter-hellraiser-c-8-bch,959,319
1228,360,599,104,847,harmony-standard-series-silhouette-3-tone-sunburst,743,239
1229,664,1255,8,1911,jackson-js-series-dinky-arch-top-js22-7-dka-ht,1903,591
1230,632,1287,8,1911,squier-classic-vibe-70s-jaguar-3ts,1903,655
1231,630,1287,16,1911,gamble-guitars-rockfire-10th-anniversary,1895,657
1232,648,1271,8,1911,sterling-by-music-man-john-petrucci-jp15-7-eminence-purple-bust,1903,623
1233,320,639,5,951,ibanez-ar325qa-dbs,946,319
1234,320,639,8,951,danelectro-59x12-br,943,319
1235,320,639,0,959,yamaha-pacifica-112v-bl-10132193,959,319
1236,304,655,0,959,esp-ltd-f-200-black-satin,959,351
1237,656,1263,0,1919,ibanez-az2407f-bsr,1919,607
1238,592,1319,0,1911,jackson-pro-series-phil-demmel-demmelition-fury-rtf,1911,727
1239,664,1255,0,1919,jackson-pro-sl2q-mah-trans-green,1919,591
1240,312,655,0,943,ibanez-signature-gb10-bs-george-benson,943,343
1241,592,1327,8,1911,gretsch-guitars-g6120t-pro-player-s-edition-nashville-azm,1903,735
1242,640,1279,0,1919,squier-affinity-jazzmaster-bmm,1919,639
1243,592,1327,8,1903,gretsch-guitars-g5420tg-ltd-50-s-or,1895,735
1244,568,1346,0,1914,esp-ltd-deluxe-arrow-1000nt-cms,1914,778
1245,640,1279,16,1903,prs-custom-24-10-top-charcoal-cherry,1887,639
1246,304,655,0,959,esp-ltd-ns-6-blks-nergal-stream-signature-incl-case,959,351
1247,656,1263,8,1911,ibanez-gio-grg121dx-wnf,1903,607
1248,576,1338,8,1911,guild-starfire-i-dc-vwn-b-stock,1903,762
1249,272,671,8,959,godin-5th-ave-night-club-ib,951,399
1250,656,1271,0,1919,esp-e-ii-m-ii-7b-baritone-evertune-pw,1919,615
1251,656,1263,8,1903,schecter-demon-7-crb,1895,607
1252,286,671,0,959,esp-ltd-arrow1000-violet-andromeda,959,385
1253,312,647,8,951,esp-ltd-ec-256-blk,943,335
1254,664,1255,8,1911,jackson-slatx7qm-ms-tr-bl-brst,1903,591
1255,648,1271,16,1903,slick-sl-57-vsb,1887,623
1256,648,1271,0,1911,fender-player-stratocaster-hss-floyd-mn-pwt,1911,623
1257,648,1271,8,1895,friedman-vintage-t-holo-flake,1887,623
1258,616,1303,0,1919,yamaha-revstar-rss20bl-black,1919,687
1259,344,601,96,859,peavey-raptor-plus-sss-red,763,257
1260,656,1271,16,1903,haar-traditional-s-lake-placid-blue-10148699,1887,615
1261,328,634,0,959,charvel-warren-demartini-signature-snake-pro-mod,959,306
1262,648,1271,8,1911,fender-player-stratocaster-mn-cor,1903,623
1263,640,1279,8,1911,squier-bullet-tele-blk,1903,639
1264,600,1311,8,1919,d-angelico-excel-ss-tour-solid-wine,1911,711
1265,328,631,8,959,esp-ltd-m-1007ms-stblks,951,303
1266,648,1271,16,1903,fender-custom-shop-50s-twisted-tele-journeyman-relic,1887,623
1267,656,1279,8,1903,sandberg-forty-eight-ts-sa,1895,623
1268,571,1354,0,1914,esp-ltd-deluxe-arrow-1000-evertune-blk,1914,783
1269,352,615,80,883,esp-usa-m-iii-gt-ash-e-b-red-ch-sd-10140670,803,263
1270,640,1279,8,1911,d-angelico-deluxe-atlantic-le-sage,1903,639
1271,640,1279,8,1903,prs-se-silver-sky-moon-white-10149914,1895,639
1272,656,1263,8,1911,schecter-banshee-mach-6-fob,1903,607
1273,328,631,5,959,paoletti-stratospheric-loft-hss-heavy-sage-green,954,303
1274,648,1271,0,1919,fender-american-performer-strat-rw-hss-aub,1919,623
1275,648,1271,8,1911,fender-player-plus-stratocaster-mn-3-ts,1903,623
1276,632,1287,8,1911,gretsch-guitars-electromatic-g5222-double-jet-ldn-gry,1903,655
1277,616,1303,0,1919,yamaha-revstar-rss20swb-swift-blue,1919,687
1278,328,631,0,959,esp-ltd-sc-607-baritone-ps-stephen-carpenter,959,303
1279,320,639,0,959,schecter-hellraiser-c-1-bch,959,319
1280,248,727,0,959,danelectro-59-m-nos-modified-or,959,479
1281,640,1271,8,1911,squier-classic-vibe-70s-stratocaster-lh-hss-blk,1903,631
1282,656,1263,8,1903,jackson-dinky-minion-js1x-black-am,1895,607
1283,600,1327,8,1911,gretsch-guitars-g6118-et-anniversary-pro-player-s-edition-cpm,1903,727
1284,648,1271,8,1911,fender-american-professional-ii-stratocaster-rw-mbl,1903,623
1285,712,1207,224,1695,guild-surfliner-catalina-blue,1471,495
1286,328,634,0,951,ibanez-rg550-pn-genesis-collection,951,306
1287,384,575,192,767,epiphone-sg-standard-aw,575,191
1288,632,1287,16,1903,nik-huber-orca-59-faded-tobacco-sunburst,1887,655
1289,656,1263,0,1919,charvel-jim-root-pro-mod-style-1-satin-white,1919,607
1290,344,615,56,903,ibanez-prestige-rgr5221-tfr,847,271
1291,290,663,0,951,guild-starfire-iv-st-eg,951,373
1292,320,631,0,959,schecter-omen-8-blk,959,311
1293,640,1279,8,1911,gretsch-guitars-g5655t-cb-jr-jde-gry,1903,639
1294,312,647,0,951,esp-ltd-ec-1000fm-te-fluence,951,335
1295,648,1279,16,1903,gibson-billy-joe-armstrong-lp-junior,1887,631
1296,328,631,0,959,esp-ltd-h-1001-stbc-see-thru-black-cherry,959,303
1297,656,1263,8,1911,schecter-reaper-6-fr-s-inb,1903,607
1298,640,1279,0,1919,yamaha-pacifica-311h-bl,1919,639
1299,600,1319,2,1911,ibanez-ekm100-wrd-eric-krasno-10150523,1909,719
1300,328,631,40,919,esp-ltd-ec-407-bks,879,303
1301,704,1213,239,1686,guild-surfliner-hh-canyon-dusk,1447,509
1302,312,639,8,959,esp-ltd-ec-1000-blknb,951,327
1303,656,1263,8,1911,caparison-horus-m3-ef-te,1903,607
1304,344,615,80,879,slick-sl-51-ba,799,271
1305,656,1263,0,1919,ibanez-gio-grgr221pa-aqb,1919,607
1306,320,639,0,959,esp-ltd-m-403ht-fm-ns,959,319
1307,656,1263,8,1911,charvel-pro-mod-socal-style-1-hsh-fr-m-cherry-kiss-burst,1903,607
1308,301,655,0,959,ibanez-signature-gb10-nt-george-benson,959,354
1309,648,1271,0,1919,ibanez-gsa60qa-tbb,1919,623
1310,648,1271,0,1919,fender-american-professional-ii-stratocaster-mn-mbl,1919,623
1311,352,607,88,871,slick-sl57-db,783,255
1312,584,1327,8,1903,jackson-x-series-kexq-tr-grn,1895,743
1313,312,649,0,959,esp-ltd-as-1fr-blkaqsb-alex-skolnick-signature-black-aqua,959,337
1314,656,1279,8,1903,sandberg-forty-eight-car-sa,1895,623
1315,664,1255,8,1911,ibanez-mm1-tab-martin-miller-signature,1903,591
1316,621,1295,13,1911,esp-ltd-ec-1000s-fluence,1898,674
1317,640,1279,0,1919,fender-jim-adkins-telecaster-crt-10115369,1919,639
1318,328,639,8,951,suhr-pete-thorn-signature-vg,943,311
1319,656,1263,0,1919,charvel-jim-root-pro-mod-style-1-satin-black,1919,607
1320,656,1263,8,1911,charvel-dk-22-sss-2pt-blk,1903,607
1321,616,1303,16,1903,schecter-v-1-fr-s-apocalypse-rr,1887,687
1322,328,639,0,959,esp-signature-kirk-hammett-kh-2-vintage,959,311
1323,600,1319,8,1911,jackson-pro-rhoads-rr24-lightning-crackle,1903,719
1324,664,1255,0,1919,ibanez-prestige-az24027-tff,1919,591
1325,320,639,0,959,g-l-tribute-comanche-eb,959,319
1326,320,631,0,959,ibanez-gio-gsa60-bs,959,311
1327,648,1271,8,1911,fender-american-ultra-luxe-stratocaster-rw-hss-fr-mbk,1903,623
1328,320,615,24,935,gibson-custom-shop-1957-les-paul-junior-tv-10149329,911,295
1329,616,1303,8,1911,d-angelico-exl-mini-dc-trans-cherry-10145592,1903,687
1330,640,1279,8,1911,fender-vintera-60-s-jazzmaster-mod-sfg,1903,639
1331,656,1263,16,1903,fender-custom-shop-tomatillo-relic-strat,1887,607
1332,384,575,176,783,kramer-the-84-blue-metallic,607,191
1333,648,1279,8,1911,slick-sl-57-bk,1903,631
1334,640,1271,8,1911,squier-classic-vibe-60s-esquire-custom-blk,1903,631
1335,648,1271,8,1911,charvel-pro-mod-san-dimas-style-1-hss-fr-platinum-pearl-10144828,1903,623
1336,656,1263,8,1911,jackson-chris-broderick-pro-soloist-ht6p-tbl,1903,607
1337,625,1295,0,1915,esp-ltd-sn-1-ht-blkblast,1915,670
1338,656,1263,8,1911,schecter-nick-johnston-traditional-ao,1903,607
1339,638,1279,8,1911,d-angelico-premier-atlantic-bf,1903,641
1340,344,615,80,877,esp-usa-eclipse-stbc,797,271
1341,656,1263,8,1911,jackson-pro-series-misha-mansoor-juggernaut-et6-cgry,1903,607
1342,648,1263,0,1911,fender-player-stratocaster-hss-mn-bcr,1911,615
1343,648,1271,16,1903,yamaha-sg-1820-bs,1887,623
1344,656,1263,8,1911,schecter-silver-mountain-c-1-bm,1903,607
1345,328,639,8,958,slick-sl-50-m-sg,950,311
1346,328,631,0,951,jackson-pro-series-sl2-mick-thomson-awh,951,303
1347,640,1271,0,1919,fender-american-ultra-stratocaster-rw-apl,1919,631
1348,654,1263,8,1911,caparison-horus-wb-fx-mf-nt-10151126,1903,609
1349,320,639,0,959,esp-ltd-mirage-deluxe-87-turq-turquoise,959,319
1350,648,1271,8,1911,fender-american-professional-ii-telecaster-mn-mbl,1903,623
1351,648,1271,0,1919,ibanez-kikosp3-teb,1919,623
1352,656,1263,0,1919,charvel-pro-mod-dk24-hh-ht-desert-sand,1919,607
1353,640,1279,0,1919,fender-american-ultra-telecaster-mn-cob,1919,639
1354,640,1279,8,1911,fender-vintera-50-s-tele-frd,1903,639
1355,291,663,5,951,guild-starfire-v-snowcrest-white,946,372
1356,648,1271,16,1903,slick-sl-60-bk,1887,623
1357,648,1271,0,1919,gretsch-guitars-guitars-g6129t-89-vintage-select-sparkle-jet-gsp,1919,623
1358,588,1331,0,1919,duesenberg-starplayer-tv-25th-anniversary-silver-metallic,1919,743
1359,616,1303,8,1911,d-angelico-deluxe-ss-le-rus,1903,687
1360,632,1287,0,1919,gretsch-guitars-electromatic-g5210t-p90-petrol,1919,655
1361,648,1271,8,1911,fender-american-performer-tele-hum-mn-3tsb,1903,623
1362,648,1271,8,1911,fender-american-professional-ii-stratocaster-rw-rst-pin,1903,623
1363,648,1263,16,1895,epiphone-les-paul-modern-graphite-black,1879,615
1364,641,1287,0,1915,esp-ltd-mirage-deluxe-87-mg,1915,646
1365,664,1255,8,1911,squier-classic-vibe-60s-mustang-snb,1903,591
1366,602,1311,0,1919,duesenberg-fullerton-tv-black,1919,709
1367,648,1271,0,1919,fender-american-ultra-stratocaster-mn-mbst,1919,623
1368,288,671,0,959,gretsch-guitars-g100cebk-synchromatic-cutaway-black,959,383
1369,320,639,0,959,esp-ltd-m-1-custom-87-blk,959,319
1370,648,1271,8,1911,haar-traditional-s-aged-shell-pink,1903,623
1371,600,1319,8,1911,squier-affinity-starcaster-mn-3ts,1903,719
1372,600,1311,8,1911,jackson-x-series-kvxmg-slm-gr-w-blk,1903,711
1373,629,1295,0,1919,esp-ltd-sn-1000ht-fb,1919,666
1374,664,1255,0,1919,squier-classic-vibe-60s-competition-mustang-cpo,1919,591
1375,648,1271,8,1911,fender-american-professional-ii-stratocaster-hss-rw-mbl,1903,623
1376,640,1271,8,1911,squier-classic-vibe-70s-stratocaster-hss-wal,1903,631
1377,586,1335,8,1911,ibanez-artcore-af55-tkf,1903,749
1378,664,1255,0,1919,ibanez-rg8527-bre,1919,591
1379,632,1287,8,1911,squier-contemporary-jaguar-hh-shoreline-gold,1903,655
1380,376,583,176,783,epiphone-les-paul-special-tv-yellow,607,207
1381,672,1255,8,1903,fender-player-offset-mustang-ssb,1895,583
1382,320,639,0,959,esp-ltd-m-1007-ht-bp-blkfd-black-fade,959,319
1383,656,1263,8,1911,schecter-c-6-fr-pro-cb,1903,607
1384,632,1287,0,1919,evh-wolfgang-standard-quicksilver,1919,655
1385,664,1255,8,1911,schecter-banshee-mach-7-eb,1903,591
1386,584,1335,0,1919,gretsch-guitars-electromatic-g5422tg-dc-scw,1919,751
1387,304,647,0,959,esp-ltd-f-10-kit-blk-black,959,343
1388,656,1263,0,1919,ibanez-rga42hpqm-big,1919,607
1389,640,1279,0,1919,charvel-pro-mod-san-dimas-style-1-old-yella,1919,639
1390,312,650,0,959,esp-ltd-ec-10-kit-black,959,338
1391,640,1271,0,1911,fender-vintera-70-s-tele-custom-sbl,1911,631
1392,328,635,54,903,ibanez-gb10em-aa-george-benson,849,307
1393,656,1271,24,1911,haar-traditional-s-aged-3-tone-sunburst,1887,615
1394,640,1279,8,1911,fender-vintera-60-s-tele-mod-lpb,1903,639
1395,632,1287,0,1911,gretsch-guitars-streamliner-g2655-gnmtl,1911,655
1396,648,1271,16,1903,slick-sl-51-bk-10114790,1887,623
1397,640,1279,24,1895,danelectro-64-dano-mosrite-10084632,1871,639
1398,608,1309,19,1906,eastman-romeo-la-cb,1887,701
1399,320,642,8,951,slick-sl-60-vsb,943,322
1400,664,1255,8,1911,ibanez-mikro-grgm21-bkn,1903,591
1401,592,1327,8,1903,jackson-scott-ian-king-v-kvxt-bk,1895,735
1402,696,1223,209,1711,redwood-relics-60s-s-style-snb,1502,527
1403,640,1279,8,1903,sandberg-california-st-ii-soft-aged-bk,1895,639
1404,640,1287,0,1919,esp-ltd-mirage-deluxe-87-sw,1919,647
1405,344,617,56,903,ibanez-prestige-rg5170g-svf,847,273
1406,616,1303,8,1903,schecter-sls-elite-e-1-evil-twin-sb,1895,687
1407,336,627,8,951,ibanez-rgms8-bk-multiscale,943,291
1408,664,1255,8,1903,ibanez-jbm10fx-pwm-jake-bowen,1895,591
1409,640,1279,0,1919,gretsch-guitars-g6134tfm-nh-nigel-hendroff-sign-penguin,1919,639
1410,648,1271,24,1903,haar-traditional-s-aged-fiesta-red-10118121,1879,623
1411,328,637,0,959,esp-ltd-aw-7-baritone-alex-wade-signature,959,309
1412,656,1263,8,1903,schecter-sls-elite-c-1-fr-s-evil-twin-sbk,1895,607
1413,648,1271,8,1911,schecter-reaper-6-elite-fr-s-deep-ocean-blue,1903,623
1414,648,1271,8,1911,fender-american-professional-ii-telecaster-rw-myst-sfg,1903,623
1415,584,1335,8,1911,hagstrom-super-viking-dandy-dandelion-flame,1903,751
1416,640,1277,8,1911,eastman-sb59-gb-10115671,1903,637
1417,346,607,200,760,godin-5th-avenue-kingpin-p90-cognac-burst,560,261
1418,664,1255,8,1911,jackson-chris-broderick-pro-soloist-6p-tbl,1903,591
1419,317,634,8,959,vintage-icon-v52mrbs,951,317
1420,632,1287,0,1919,gretsch-guitars-streamliner-g2215-p90-jr-jet-hv-brst,1919,655
1421,648,1263,24,1903,slick-sl-59-bk,1879,615
1422,320,615,64,895,esp-usa-eclipse-qm-vn-emg,831,295
1423,672,1247,8,1911,schecter-c-7-pro-aqb,1903,575
1424,616,1303,0,1919,ibanez-amh90-pbm,1919,687
1425,312,655,8,951,gibson-les-paul-standard-60s-bourbon-burst,943,343
1426,320,639,8,951,esp-e-ii-t-b7-baritone-sw,943,319
1427,648,1263,5,1903,duesenberg-double-cat-ctb-12,1898,615
1428,328,639,0,959,schecter-c-1-apocalypse-rg,959,311
1429,648,1279,24,1903,prs-se-silver-sky-stone-blue,1879,631
1430,664,1255,0,1919,ibanez-rgd3121-prf,1919,591
1431,600,1319,8,1911,gretsch-guitars-streamliner-g2420t-gm-10150622,1903,719
1432,288,671,8,953,guild-starfire-i-jet-90-swh,945,383
1433,312,647,8,951,guild-bluesbird-itb,943,335
1434,648,1276,0,1915,esp-ltd-m-1-custom-87-mg,1915,628
1435,656,1271,8,1911,friedman-vintage-t-tangerine-flake-p90,1903,615
1436,664,1263,0,1919,ibanez-azs2209-atq,1919,599
1437,640,1274,8,1911,eastman-sb56-gt,1903,634
1438,648,1271,0,1919,fender-nile-rodgers-hitmaker-stratocaster,1919,623
1439,656,1263,0,1919,ibanez-grg120qasp-bgd,1919,607
1440,322,631,0,951,schecter-c-6-deluxe,951,309
1441,344,615,88,871,suhr-classic-antique-hss-rw-ow-10117072,783,271
1442,736,1183,8,1903,bohemian-oil-can-guitar-bg15ho,1895,447
1443,656,1263,8,1911,schecter-demon-7-absn,1903,607
1444,680,1239,0,1919,ibanez-rg9pb-tgf,1919,559
1445,632,1279,8,1911,fender-player-jaguar-pf-3ts,1903,647
1446,600,1311,8,1903,gretsch-guitars-g6609-tg-broadcaster-pe,1895,711
1447,352,609,87,863,slick-sl57-cr,776,257
1448,622,1300,0,1919,esp-ltd-ec-1001-tef,1919,678
1449,640,1279,0,1919,fender-troy-van-leeuwen-jazzmaster-ca,1919,639
1450,328,623,72,891,esp-usa-eclipse-fm-bh-stbc-emg,819,295
1451,656,1263,8,1911,ibanez-kiko100-tr-kiko-loureiro,1903,607
1452,640,1271,16,1903,epiphone-les-paul-standard-60s-iced-tea,1887,631
1453,584,1335,0,1919,hagstrom-tremar-viking-deluxe-csg-10129735,1919,751
1454,648,1271,0,1919,fender-american-vintage-ii-1957-stratocaster-sfmg,1919,623
1455,328,631,8,951,ibanez-jiva10-dsb-nita-strauss,943,303
1456,648,1279,24,1903,haar-traditional-t,1879,631
1457,664,1247,8,1911,jackson-pro-mdk-7-ms-eureka-mist-10143688,1903,583
1458,656,1255,0,1919,schecter-hellraiser-c-8-fr-bch,1919,599
1459,632,1287,24,1903,prs-private-stock-modern-eagle-v-10151236,1879,655
1460,328,631,2,951,ibanez-tqm1-nt-tom-quayle,949,303
1461,640,1279,8,1911,squier-paranormal-cabronita-telecaster-thinline-gpg-2ts,1903,639
1462,656,1263,16,1903,haar-traditional-s-10128835,1887,607
1463,624,1287,0,1911,gretsch-guitars-g5220-electronatic-jet-bt-csg,1911,663
1464,592,1319,0,1919,gretsch-guitars-electromatic-g5420t-org,1919,727
1465,624,1295,0,1919,evh-wolfgang-standard-gold-sparkle,1919,671
1466,648,1271,0,1919,squier-40th-anniversary-stratocaster-gold-edition-lpb,1919,623
1467,608,1311,0,1919,ibanez-quest-qx527pb-abs,1919,703
1468,640,1279,0,1919,yamaha-pacifica-612-vii-fm-teal-green-metallic,1919,639
1469,632,1271,8,1903,duesenberg-falken-black,1895,639
1470,336,623,0,959,stagg-silveray-custom-deluxe-fred,959,287
1471,648,1271,0,1919,squier-40th-anniversary-vintage-edition-stratocaster-sw2t,1919,623
1472,648,1271,8,1911,fender-american-professional-ii-telecaster-rw-merc,1903,623
1473,664,1255,8,1903,ibanez-pia3761-xb-steve-vai-signature,1895,591
1474,584,1335,16,1903,d-angelico-deluxe-59-sbb,1887,751
1475,648,1271,8,1911,fender-signature-yngwie-malmsteen-vwh-rw,1903,623
1476,664,1249,16,1903,schecter-sls-elite-c-7-fr-black-fade-burst-lefthand,1887,585
1477,648,1271,8,1903,squier-classic-vibe-70s-tele-thinline-nat,1895,623
1478,608,1303,8,1911,jackson-pro-wr7-walnut-mah,1903,695
1479,632,1287,8,1911,gretsch-guitars-g6228tg-jet-players-edition-md-sp,1903,655
1480,320,639,5,951,vintage-reissued-v100-pbb,946,319
1481,352,607,88,871,slick-sl-50-ba-10151234,783,255
1482,640,1271,8,1911,fender-player-jazzmaster-pf-3ts,1903,631
1483,328,623,0,959,schecter-hellraiser-c-9-bch,959,295
1484,640,1287,16,1903,haar-traditional-jm-2tone-sunburst,1887,647
1485,320,639,0,959,esp-ltd-h3-1000-fm-black-turqoise-burst,959,319
1486,632,1287,0,1919,evh-wolfgang-standard-qm-chlorine-burst,1919,655
1487,592,1327,0,1919,ibanez-artcore-af75g-bkf,1919,735
1488,648,1263,0,1919,ibanez-js140m-sdl,1919,615
